doi,openalex_work_id,author_name,openalex_author_id,institution_id,raw_affiliation,source,confidence,review_status,retrieved_at
10.1145/3697090.3699798,,Maria Gizele Nascimento,,https://ror.org/02ksmb993,"Federal Rural University of Pernambuco, Recife, Pernambuco, Brazil",crossref+ror,medium,accepted,2026-07-21T13:38:48+00:00
10.1145/3697090.3699798,,Rafael José Moura,,https://ror.org/02ksmb993,"Federal Rural University of Pernambuco, Serra Talhada, Brazil",crossref+ror,medium,accepted,2026-07-21T13:38:48+00:00
10.1145/378420.378434,,Kalyanaraman Vaidyanathan,,https://ror.org/00py81415,"Dept. of ECE, Duke University, Durham, NC",crossref+ror,medium,accepted,2026-07-21T13:44:06+00:00
10.1145/378420.378434,,Kishor S. Trivedi,,https://ror.org/00py81415,"Dept. of ECE, Duke University, Durham, NC",crossref+ror,medium,accepted,2026-07-21T13:44:06+00:00
10.1147/rd.452.0311,,K. S. Trivedi,,https://ror.org/00py81415,"Center for Advanced Computing and Communication, Department of Electrical and Computer Engineering, Duke University, Durham, North Carolina 27708, USA",crossref+ror,medium,accepted,2026-07-21T13:44:12+00:00
10.1147/rd.452.0311,,K. Vaidyanathan,,https://ror.org/00py81415,"Center for Advanced Computing and Communication, Department of Electrical and Computer Engineering, Duke University, Durham, North Carolina 27708, USA",crossref+ror,medium,accepted,2026-07-21T13:44:12+00:00
10.1147/rd.452.0311,,P. Heidelberger,,https://ror.org/0265w5591,"IBM Research Division, Thomas J. Watson Research Center, P.O. Box 218, Yorktown Heights, New York 10598, USA",crossref+ror,medium,accepted,2026-07-21T13:44:12+00:00
10.1147/rd.452.0311,,R. E. Harper,,https://ror.org/0265w5591,"IBM Research Division, Thomas J. Watson Research Center, P.O. Box 218, Yorktown Heights, New York 10598, USA",crossref+ror,medium,accepted,2026-07-21T13:44:12+00:00
10.1147/rd.452.0311,,V. Castelli,,https://ror.org/0265w5591,"IBM Research Division, Thomas J. Watson Research Center, P.O. Box 218, Yorktown Heights, New York 10598, USA",crossref+ror,medium,accepted,2026-07-21T13:44:12+00:00
10.15807/jorsj.59.270,,Hiroyuki Okamura,,https://ror.org/03t78wx29,Hiroshima University,crossref+ror,medium,accepted,2026-07-21T13:42:12+00:00
10.15807/jorsj.59.270,,Tadashi Dohi,,https://ror.org/03t78wx29,Hiroshima University,crossref+ror,medium,accepted,2026-07-21T13:42:12+00:00
10.15807/jorsj.60.461,,Koichiro Rinsaka,,https://ror.org/018v0zv10,Kobe Gakuin University,crossref+ror,medium,accepted,2026-07-21T13:41:58+00:00
10.15807/jorsj.60.461,,Tadashi Dohi,,https://ror.org/03t78wx29,Hiroshima University,crossref+ror,medium,accepted,2026-07-21T13:41:58+00:00
10.1587/transinf.e96.d.1933,,Hiroyuki OKAMURA,,https://ror.org/03t78wx29,Hiroshima University,crossref+ror,medium,accepted,2026-07-21T13:42:55+00:00
10.1587/transinf.e96.d.1933,,Tadashi DOHI,,https://ror.org/03t78wx29,Hiroshima University,crossref+ror,medium,accepted,2026-07-21T13:42:55+00:00
10.2478/cait-2019-0038,,Gireesh Kumar,,https://ror.org/0456b2t50,"Department of Computer Science and Engineering , JK Lakshmipat University , Jaipur 302026 , India",crossref+ror,medium,accepted,2026-07-21T13:41:32+00:00
10.2478/cait-2019-0038,,Richa Sharma,,https://ror.org/0456b2t50,"Department of Mathematics , JK Lakshmipat University , Jaipur 302026 , India",crossref+ror,medium,accepted,2026-07-21T13:41:32+00:00
10.3390/app12136412,,Arnaldo Silva,,https://ror.org/03s3m1w94,"Departamento de Informática, Universidade Federal do Agreste de Pernambuco, Garanhuns 55292-270, Brazil",crossref+ror,medium,accepted,2026-07-21T13:40:08+00:00
10.3390/app12136412,,Dugki Min,,https://ror.org/025h1m602,"Department of Computer Science and Engineering, College of Engineering, Konkuk University, Seoul 05029, Korea",crossref+ror,medium,accepted,2026-07-21T13:40:08+00:00
10.3390/app12136412,,Eunmi Choi,,https://ror.org/0049erg63,"School of Software, College of Computer Science, Kookmin University, Seoul 02707, Korea",crossref+ror,medium,accepted,2026-07-21T13:40:08+00:00
10.3390/app12136412,,Felipe Battisti,,https://ror.org/03s3m1w94,"Departamento de Informática, Universidade Federal do Agreste de Pernambuco, Garanhuns 55292-270, Brazil",crossref+ror,medium,accepted,2026-07-21T13:40:08+00:00
10.3390/app12136412,,Jean Araujo,,https://ror.org/03s3m1w94,"Departamento de Informática, Universidade Federal do Agreste de Pernambuco, Garanhuns 55292-270, Brazil",crossref+ror,medium,accepted,2026-07-21T13:40:08+00:00
10.3390/app12136412,,Luis Pereira,,https://ror.org/03s3m1w94,"Departamento de Informática, Universidade Federal do Agreste de Pernambuco, Garanhuns 55292-270, Brazil",crossref+ror,medium,accepted,2026-07-21T13:40:08+00:00
10.3390/app12136412,,Tiago Carvalho,,https://ror.org/03s3m1w94,"Departamento de Informática, Universidade Federal do Agreste de Pernambuco, Garanhuns 55292-270, Brazil",crossref+ror,medium,accepted,2026-07-21T13:40:08+00:00
10.3390/app12136412,,Tuan Anh Nguyen,,https://ror.org/025h1m602,"Department of Computer Science and Engineering, College of Engineering, Konkuk University, Seoul 05029, Korea",crossref+ror,medium,accepted,2026-07-21T13:40:08+00:00
10.3390/app12136412,,Tuan Anh Nguyen,,https://ror.org/025h1m602,"Konkuk Aerospace Design-Airworthiness Research Institute (KADA), Konkuk University, Seoul 05029, Korea",crossref+ror,medium,accepted,2026-07-21T13:40:08+00:00
10.3390/drones7010035,,Dugki Min,,https://ror.org/025h1m602,"Department of Computer Science and Engineering, College of Engineering, Konkuk University, Seoul 05029, Republic of Korea",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/drones7010035,,Eunmi Choi,,https://ror.org/0049erg63,"School of Software, College of Computer Science, Kookmin University, Seoul 02707, Republic of Korea",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/drones7010035,,Jackson Costa,,https://ror.org/028ka0n85,"Departamento de Computação, Universidade Federal de Sergipe, São Cristóvão 49100-000, Brazil",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/drones7010035,,Jae-Woo Lee,,https://ror.org/025h1m602,"Konkuk Aerospace Design-Airworthiness Institute (KADA), Konkuk University, Seoul 05029, Republic of Korea",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/drones7010035,,Jean Araujo,,https://ror.org/028ka0n85,"Departamento de Computação, Universidade Federal de Sergipe, São Cristóvão 49100-000, Brazil",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/drones7010035,,Jean Araujo,,https://ror.org/03s3m1w94,"UNAME Group, Universidade Federal do Agreste de Pernambuco, Garanhuns 55292-270, Brazil",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/drones7010035,,Jueying Li,,https://ror.org/025h1m602,"Department of Computer Science and Engineering, College of Engineering, Konkuk University, Seoul 05029, Republic of Korea",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/drones7010035,,Rubens Matos,,https://ror.org/028ka0n85,"Departamento de Computação, Universidade Federal de Sergipe, São Cristóvão 49100-000, Brazil",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/drones7010035,,Rubens Matos,,https://ror.org/029ez4v67,"Coordenação de Redes de Computadores, Instituto Federal de Sergipe, Lagarto 49400-000, Brazil",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/drones7010035,,Tuan Anh Nguyen,,https://ror.org/025h1m602,"Department of Computer Science and Engineering, College of Engineering, Konkuk University, Seoul 05029, Republic of Korea",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/drones7010035,,Tuan Anh Nguyen,,https://ror.org/025h1m602,"Konkuk Aerospace Design-Airworthiness Institute (KADA), Konkuk University, Seoul 05029, Republic of Korea",crossref+ror,medium,accepted,2026-07-21T13:39:33+00:00
10.3390/e22111225,,Jun Ai,,https://ror.org/00wk2mp56,"School of Reliability and Systems Engineering, Beihang University, Beijing 100089, China",crossref+ror,medium,accepted,2026-07-21T13:41:08+00:00
10.3390/e22111225,,Minyan Lu,,https://ror.org/00wk2mp56,"School of Reliability and Systems Engineering, Beihang University, Beijing 100089, China",crossref+ror,medium,accepted,2026-07-21T13:41:08+00:00
10.3390/e22111225,,Shiyi Kong,,https://ror.org/00wk2mp56,"School of Reliability and Systems Engineering, Beihang University, Beijing 100089, China",crossref+ror,medium,accepted,2026-07-21T13:41:08+00:00
10.3390/e22111225,,Shuguang Wang,,https://ror.org/00wk2mp56,"School of Reliability and Systems Engineering, Beihang University, Beijing 100089, China",crossref+ror,medium,accepted,2026-07-21T13:41:08+00:00
10.3390/math12050694,,Huixia Huo,,https://ror.org/02b6amy98,"School of Science, Tianjin University of Commerce, Tianjin 300134, China",crossref+ror,medium,accepted,2026-07-21T13:38:53+00:00
10.3390/math9080846,,Hiroyuki Okamura,,https://ror.org/03t78wx29,"Graduate School of Advanced Science and Engineering, Hiroshima University, 1-4-1 Kagamiyama, Higashihiroshima 7398527, Japan",crossref+ror,medium,accepted,2026-07-21T13:40:31+00:00
10.3390/math9080846,,Junjun Zheng,,https://ror.org/0197nmd03,"Department of Information Science and Engineering, Ritsumeikan University, 1-1-1 Nojihigashi, Kusatsu 5258577, Japan",crossref+ror,medium,accepted,2026-07-21T13:40:31+00:00
10.3390/math9080846,,Tadashi Dohi,,https://ror.org/03t78wx29,"Graduate School of Advanced Science and Engineering, Hiroshima University, 1-4-1 Kagamiyama, Higashihiroshima 7398527, Japan",crossref+ror,medium,accepted,2026-07-21T13:40:31+00:00
10.4018/jitr.2020010103,,Yongquan Yan,,https://ror.org/04nte7y58,"School of Statistics, Shanxi University of Finance and Economics,, Taiyuan, China",crossref+ror,medium,accepted,2026-07-21T13:41:01+00:00
10.5220/0006847702900297,,Sandeep Kumar,,https://ror.org/00582g326,"Computer Science and Engineering Department, Indian Institute of Technology Roorkee, Uttarakhand, 247667 and India, --- Select a Country ---",crossref+ror,medium,accepted,2026-07-21T13:41:50+00:00
10.5220/0006847702900297,,Shubham Sharma,,https://ror.org/00582g326,"Computer Science and Engineering Department, Indian Institute of Technology Roorkee, Uttarakhand, 247667 and India, --- Select a Country ---",crossref+ror,medium,accepted,2026-07-21T13:41:50+00:00
10.5220/0012633900003690,,Edward Ordonez,,https://ror.org/028ka0n85,"Departamento de Computação, Universidade Federal de Sergipe, São Cristovão, Brazil, --- Select a Country ---",crossref+ror,medium,accepted,2026-07-21T13:38:46+00:00
10.5220/0012633900003690,,Jean Teixeira de Araujo,,https://ror.org/03s3m1w94,"Departamento de Informática, Universidade Federal do Agreste de Pernambuco, Garanhuns, Brazil, --- Select a Country ---",crossref+ror,medium,accepted,2026-07-21T13:38:46+00:00
10.5220/0012633900003690,,Paulo Costa,,https://ror.org/029ez4v67,"Coordenadoria de Análise e Desenvolvimento de Sistemas (CADS), Instituto Federal de Sergipe, Aracaju, Brazil, --- Select a Country ---",crossref+ror,medium,accepted,2026-07-21T13:38:46+00:00
